,家狼辆幅,免积斥岿,免积滴荐
1540,茄快,201605,791
1541,茄快,201606,646
1542,茄快,201607,444
1543,茄快,201608,414
1544,茄快,201609,322
1545,茄快,201610,258
1546,茄快,201611,194
1547,茄快,201612,210
1548,茄快,201603,2
1549,茄快,201604,4
1550,茄快,201607,2
1551,茄快,201608,1
1552,茄快,201604,1
1553,茄快,201607,2
1590,茄快,201601,26
1591,茄快,201602,51
1592,茄快,201603,192
1593,茄快,201604,203
1594,茄快,201605,110
1595,茄快,201606,94
1596,茄快,201607,82
1597,茄快,201608,96
1598,茄快,201609,83
1599,茄快,201610,55
1600,茄快,201611,38
1601,茄快,201612,25
1602,茄快,201601,26
1603,茄快,201602,59
1604,茄快,201603,177
1605,茄快,201604,183
1606,茄快,201605,112
1607,茄快,201606,77
1608,茄快,201607,79
1609,茄快,201608,62
1610,茄快,201609,53
1611,茄快,201610,39
1612,茄快,201611,25
1613,茄快,201612,35
1650,茄快,201601,127
1651,茄快,201602,171
1652,茄快,201603,357
1653,茄快,201604,423
1654,茄快,201605,353
1655,茄快,201606,281
1656,茄快,201607,247
1657,茄快,201608,174
1658,茄快,201609,133
1659,茄快,201610,136
1660,茄快,201611,111
1661,茄快,201612,111
1662,茄快,201601,115
1663,茄快,201602,144
1664,茄快,201603,312
1665,茄快,201604,413
1666,茄快,201605,330
1667,茄快,201606,307
1668,茄快,201607,225
1669,茄快,201608,165
1670,茄快,201609,136
1671,茄快,201610,148
1672,茄快,201611,133
1673,茄快,201612,136
1710,茄快,201601,160
1711,茄快,201602,162
1712,茄快,201603,335
1713,茄快,201604,408
1714,茄快,201605,369
1715,茄快,201606,264
1716,茄快,201607,218
1717,茄快,201608,204
1718,茄快,201609,175
1719,茄快,201610,161
1720,茄快,201611,100
1721,茄快,201612,138
1722,茄快,201601,115
1723,茄快,201602,165
1724,茄快,201603,364
1725,茄快,201604,373
1726,茄快,201605,359
1727,茄快,201606,308
1728,茄快,201607,222
1729,茄快,201608,184
1730,茄快,201609,149
1731,茄快,201610,135
1732,茄快,201611,121
1733,茄快,201612,134
1770,茄快,201601,35
1771,茄快,201602,40
1772,茄快,201603,99
1773,茄快,201604,181
1774,茄快,201605,127
1775,茄快,201606,103
1776,茄快,201607,86
1777,茄快,201608,86
1778,茄快,201609,63
1779,茄快,201610,47
1780,茄快,201611,40
1781,茄快,201612,41
1782,茄快,201601,22
1783,茄快,201602,32
1784,茄快,201603,129
1785,茄快,201604,169
1786,茄快,201605,149
1787,茄快,201606,108
1788,茄快,201607,89
1789,茄快,201608,74
1790,茄快,201609,63
1791,茄快,201610,54
1792,茄快,201611,32
1793,茄快,201612,28
1816,茄快,201601,3
1817,茄快,201602,2
1818,茄快,201603,8
1819,茄快,201604,8
1820,茄快,201605,10
1821,茄快,201606,7
1822,茄快,201607,1
1823,茄快,201608,2
1824,茄快,201609,4
1825,茄快,201610,2
1826,茄快,201611,1
1827,茄快,201612,1
1828,茄快,201601,3
1829,茄快,201602,4
1830,茄快,201603,10
1831,茄快,201604,4
1832,茄快,201605,12
1833,茄快,201606,4
1834,茄快,201607,2
1835,茄快,201608,1
1836,茄快,201609,7
1837,茄快,201611,2
1852,茄快,201603,2
1853,茄快,201607,1
1854,茄快,201601,1
1855,茄快,201602,2
1856,茄快,201603,3
1857,茄快,201604,4
1858,茄快,201606,2
1859,茄快,201607,1
1860,茄快,201602,1
1861,茄快,201603,1
1862,茄快,201604,2
1863,茄快,201605,1
1900,茄快,201601,33
1901,茄快,201602,67
1902,茄快,201603,168
1903,茄快,201604,213
1904,茄快,201605,163
1905,茄快,201606,144
1906,茄快,201607,107
1907,茄快,201608,103
1908,茄快,201609,56
1909,茄快,201610,69
1910,茄快,201611,51
1911,茄快,201612,66
1912,茄快,201601,56
1913,茄快,201602,72
1914,茄快,201603,159
1915,茄快,201604,204
1916,茄快,201605,158
1917,茄快,201606,145
1918,茄快,201607,101
1919,茄快,201608,87
1920,茄快,201609,71
1921,茄快,201610,55
1922,茄快,201611,51
1923,茄快,201612,50
1924,茄快,201603,2
1925,茄快,201604,2
1926,茄快,201605,2
1927,茄快,201606,1
1928,茄快,201611,1
1929,茄快,201603,1
1930,茄快,201604,3
1931,茄快,201605,2
1936,茄快,201601,1
1937,茄快,201603,4
1938,茄快,201604,3
1939,茄快,201605,2
1940,茄快,201609,1
1941,茄快,201610,1
1942,茄快,201612,2
1943,茄快,201602,1
1944,茄快,201604,4
1945,茄快,201605,2
1946,茄快,201608,1
1947,茄快,201610,1
1948,茄快,201612,1
1985,茄快,201601,110
1986,茄快,201602,116
1987,茄快,201603,332
1988,茄快,201604,412
1989,茄快,201605,311
1990,茄快,201606,241
1991,茄快,201607,206
1992,茄快,201608,159
1993,茄快,201609,137
1994,茄快,201610,129
1995,茄快,201611,96
1996,茄快,201612,96
1997,茄快,201601,88
1998,茄快,201602,112
1999,茄快,201603,308
2000,茄快,201604,347
2001,茄快,201605,286
2002,茄快,201606,231
2003,茄快,201607,195
2004,茄快,201608,138
2005,茄快,201609,119
2006,茄快,201610,110
2007,茄快,201611,87
2008,茄快,201612,111
2045,茄快,201601,46
2046,茄快,201602,48
2047,茄快,201603,130
2048,茄快,201604,195
2049,茄快,201605,179
2050,茄快,201606,129
2051,茄快,201607,150
2052,茄快,201608,90
2053,茄快,201609,66
2054,茄快,201610,41
2055,茄快,201611,49
2056,茄快,201612,39
2057,茄快,201601,42
2058,茄快,201602,48
2059,茄快,201603,151
2060,茄快,201604,193
2061,茄快,201605,186
2062,茄快,201606,121
2063,茄快,201607,132
2064,茄快,201608,86
2065,茄快,201609,63
2066,茄快,201610,40
2067,茄快,201611,58
2068,茄快,201612,23
2105,茄快,201601,50
2106,茄快,201602,61
2107,茄快,201603,238
2108,茄快,201604,362
2109,茄快,201605,287
2110,茄快,201606,195
2111,茄快,201607,138
2112,茄快,201608,107
2113,茄快,201609,74
2114,茄快,201610,74
2115,茄快,201611,85
2116,茄快,201612,72
2117,茄快,201601,37
2118,茄快,201602,65
2119,茄快,201603,257
2120,茄快,201604,287
2121,茄快,201605,248
2122,茄快,201606,148
2123,茄快,201607,132
2124,茄快,201608,101
2125,茄快,201609,58
2126,茄快,201610,78
2127,茄快,201611,62
2128,茄快,201612,78
2165,茄快,201601,70
2166,茄快,201602,76
2167,茄快,201603,312
2168,茄快,201604,367
2169,茄快,201605,249
2170,茄快,201606,218
2171,茄快,201607,168
2172,茄快,201608,151
2173,茄快,201609,111
2174,茄快,201610,101
2175,茄快,201611,80
2176,茄快,201612,52
2177,茄快,201601,61
2178,茄快,201602,93
2179,茄快,201603,327
2180,茄快,201604,357
2181,茄快,201605,285
2182,茄快,201606,202
2183,茄快,201607,179
2184,茄快,201608,132
2185,茄快,201609,96
2186,茄快,201610,75
2187,茄快,201611,89
2188,茄快,201612,54
2200,茄快,201601,3
2201,茄快,201602,2
2202,茄快,201603,1
2203,茄快,201604,2
2204,茄快,201605,6
2205,茄快,201606,1
2206,茄快,201607,1
2207,茄快,201609,1
2208,茄快,201611,1
2209,茄快,201602,1
2210,茄快,201603,4
2211,茄快,201604,2
2212,茄快,201605,9
2213,茄快,201606,2
2214,茄快,201607,1
2215,茄快,201608,1
2216,茄快,201611,1
2253,茄快,201601,139
2254,茄快,201602,201
2255,茄快,201603,347
2256,茄快,201604,538
2257,茄快,201605,447
2258,茄快,201606,327
2259,茄快,201607,291
2260,茄快,201608,250
2261,茄快,201609,163
2262,茄快,201610,170
2263,茄快,201611,136
2264,茄快,201612,104
2265,茄快,201601,116
2266,茄快,201602,193
2267,茄快,201603,345
2268,茄快,201604,499
2269,茄快,201605,454
2270,茄快,201606,342
2271,茄快,201607,264
2272,茄快,201608,226
2273,茄快,201609,160
2274,茄快,201610,151
2275,茄快,201611,123
2276,茄快,201612,125
2277,茄快,201601,11
2278,茄快,201602,34
2279,茄快,201603,41
2280,茄快,201604,62
2281,茄快,201605,54
2282,茄快,201606,57
2283,茄快,201607,35
2284,茄快,201608,36
2285,茄快,201609,23
2286,茄快,201610,25
2287,茄快,201611,32
2288,茄快,201612,16
2289,茄快,201601,23
2290,茄快,201602,39
2291,茄快,201603,28
2292,茄快,201604,58
2293,茄快,201605,48
2294,茄快,201606,69
2295,茄快,201607,37
2296,茄快,201608,31
2297,茄快,201609,29
2298,茄快,201610,23
2299,茄快,201611,22
2300,茄快,201612,18
2328,茄快,201601,309
2329,茄快,201602,414
2330,茄快,201603,639
2331,茄快,201604,715
2332,茄快,201605,703
2333,茄快,201606,519
2334,茄快,201607,422
2335,茄快,201608,407
2336,茄快,201609,324
2337,茄快,201610,296
2338,茄快,201611,246
2339,茄快,201612,302
2340,茄快,201601,302
2341,茄快,201602,425
2342,茄快,201603,625
2343,茄快,201604,667
2344,茄快,201605,624
2345,茄快,201606,466
2346,茄快,201607,425
2347,茄快,201608,332
2348,茄快,201609,293
2349,茄快,201610,263
2350,茄快,201611,225
2351,茄快,201612,298
2387,茄快,201601,248
2388,茄快,201602,243
2389,茄快,201603,319
2390,茄快,201604,401
2391,茄快,201605,466
2392,茄快,201606,348
2393,茄快,201607,292
2394,茄快,201608,309
2395,茄快,201609,204
2396,茄快,201610,216
2397,茄快,201611,175
2398,茄快,201612,205
2399,茄快,201601,220
2400,茄快,201602,246
2401,茄快,201603,312
2402,茄快,201604,405
2403,茄快,201605,444
2404,茄快,201606,370
2405,茄快,201607,274
2406,茄快,201608,254
2407,茄快,201609,172
2408,茄快,201610,188
2409,茄快,201611,174
2410,茄快,201612,180
2447,茄快,201601,214
2448,茄快,201602,312
2449,茄快,201603,440
2450,茄快,201604,496
2451,茄快,201605,457
2452,茄快,201606,458
2453,茄快,201607,353
2454,茄快,201608,268
2455,茄快,201609,230
2456,茄快,201610,182
2457,茄快,201611,174
2458,茄快,201612,192
2459,茄快,201601,223
2460,茄快,201602,286
2461,茄快,201603,483
2462,茄快,201604,494
2463,茄快,201605,425
2464,茄快,201606,362
2465,茄快,201607,322
2466,茄快,201608,258
2467,茄快,201609,206
2468,茄快,201610,187
2469,茄快,201611,167
2470,茄快,201612,217
2497,茄快,201601,126
2498,茄快,201602,155
2499,茄快,201603,257
2500,茄快,201604,288
2501,茄快,201605,263
2502,茄快,201606,224
2503,茄快,201607,201
2504,茄快,201608,176
2505,茄快,201609,132
2506,茄快,201610,129
2507,茄快,201611,102
2508,茄快,201612,113
2509,茄快,201601,147
2510,茄快,201602,148
2511,茄快,201603,256
2512,茄快,201604,278
2513,茄快,201605,243
2514,茄快,201606,218
2515,茄快,201607,163
2516,茄快,201608,131
2517,茄快,201609,128
2518,茄快,201610,116
2519,茄快,201611,111
2520,茄快,201612,121
2554,茄快,201601,257
2555,茄快,201602,283
2556,茄快,201603,473
2557,茄快,201604,606
2558,茄快,201605,602
2559,茄快,201606,489
2560,茄快,201607,356
2561,茄快,201608,305
2562,茄快,201609,306
2563,茄快,201610,246
2564,茄快,201611,206
2565,茄快,201612,215
2566,茄快,201601,237
2567,茄快,201602,280
2568,茄快,201603,483
2569,茄快,201604,596
2570,茄快,201605,541
2571,茄快,201606,427
2572,茄快,201607,353
2573,茄快,201608,326
2574,茄快,201609,251
2575,茄快,201610,204
2576,茄快,201611,207
2577,茄快,201612,208
2613,茄快,201601,127
2614,茄快,201602,122
2615,茄快,201603,215
2616,茄快,201604,258
2617,茄快,201605,265
2618,茄快,201606,180
2619,茄快,201607,171
2620,茄快,201608,161
2621,茄快,201609,124
2622,茄快,201610,108
2623,茄快,201611,99
2624,茄快,201612,98
2625,茄快,201601,104
2626,茄快,201602,134
2627,茄快,201603,202
2628,茄快,201604,273
2629,茄快,201605,246
2630,茄快,201606,180
2631,茄快,201607,179
2632,茄快,201608,134
2633,茄快,201609,95
2634,茄快,201610,122
2635,茄快,201611,77
2636,茄快,201612,94
2672,茄快,201601,161
2673,茄快,201602,149
2674,茄快,201603,240
2675,茄快,201604,283
2676,茄快,201605,301
2677,茄快,201606,235
2678,茄快,201607,181
2679,茄快,201608,139
2680,茄快,201609,140
2681,茄快,201610,120
2682,茄快,201611,125
2683,茄快,201612,147
2684,茄快,201601,159
2685,茄快,201602,156
2686,茄快,201603,233
2687,茄快,201604,278
2688,茄快,201605,226
2689,茄快,201606,206
2690,茄快,201607,168
2691,茄快,201608,127
2692,茄快,201609,112
2693,茄快,201610,115
2694,茄快,201611,118
2695,茄快,201612,128
2732,茄快,201601,38
2733,茄快,201602,59
2734,茄快,201603,73
2735,茄快,201604,93
2736,茄快,201605,97
2737,茄快,201606,76
2738,茄快,201607,37
2739,茄快,201608,43
2740,茄快,201609,36
2741,茄快,201610,36
2742,茄快,201611,34
2743,茄快,201612,26
2744,茄快,201601,40
2745,茄快,201602,45
2746,茄快,201603,77
2747,茄快,201604,73
2748,茄快,201605,94
2749,茄快,201606,62
2750,茄快,201607,53
2751,茄快,201608,47
2752,茄快,201609,28
2753,茄快,201610,36
2754,茄快,201611,34
2755,茄快,201612,25
2792,茄快,201601,201
2793,茄快,201602,218
2794,茄快,201603,312
2795,茄快,201604,399
2796,茄快,201605,289
2797,茄快,201606,236
2798,茄快,201607,215
2799,茄快,201608,142
2800,茄快,201609,157
2801,茄快,201610,151
2802,茄快,201611,178
2803,茄快,201612,161
2804,茄快,201601,172
2805,茄快,201602,193
2806,茄快,201603,280
2807,茄快,201604,368
2808,茄快,201605,270
2809,茄快,201606,221
2810,茄快,201607,204
2811,茄快,201608,168
2812,茄快,201609,142
2813,茄快,201610,146
2814,茄快,201611,155
2815,茄快,201612,171
2852,茄快,201601,111
2853,茄快,201602,125
2854,茄快,201603,207
2855,茄快,201604,230
2856,茄快,201605,266
2857,茄快,201606,196
2858,茄快,201607,154
2859,茄快,201608,117
2860,茄快,201609,113
2861,茄快,201610,97
2862,茄快,201611,103
2863,茄快,201612,109
2864,茄快,201601,109
2865,茄快,201602,144
2866,茄快,201603,190
2867,茄快,201604,243
2868,茄快,201605,210
2869,茄快,201606,178
2870,茄快,201607,153
2871,茄快,201608,125
2872,茄快,201609,85
2873,茄快,201610,105
2874,茄快,201611,90
2875,茄快,201612,98
2907,茄快,201601,218
2908,茄快,201602,257
2909,茄快,201603,377
2910,茄快,201604,456
2911,茄快,201605,453
2912,茄快,201606,410
2913,茄快,201607,351
2914,茄快,201608,190
2915,茄快,201609,250
2916,茄快,201610,230
2917,茄快,201611,201
2918,茄快,201612,238
2919,茄快,201601,222
2920,茄快,201602,259
2921,茄快,201603,365
2922,茄快,201604,447
2923,茄快,201605,464
2924,茄快,201606,409
2925,茄快,201607,337
2926,茄快,201608,224
2927,茄快,201609,240
2928,茄快,201610,209
2929,茄快,201611,167
2930,茄快,201612,197
2964,茄快,201601,51
2965,茄快,201602,81
2966,茄快,201603,97
2967,茄快,201604,130
2968,茄快,201605,114
2969,茄快,201606,101
2970,茄快,201607,71
2971,茄快,201608,44
2972,茄快,201609,44
2973,茄快,201610,55
2974,茄快,201611,39
2975,茄快,201612,49
2976,茄快,201601,61
2977,茄快,201602,70
2978,茄快,201603,87
2979,茄快,201604,110
2980,茄快,201605,110
2981,茄快,201606,80
2982,茄快,201607,80
2983,茄快,201608,52
2984,茄快,201609,61
2985,茄快,201610,40
2986,茄快,201611,36
2987,茄快,201612,44
2988,茄快,201601,2
2989,茄快,201604,3
2990,茄快,201605,4
2991,茄快,201606,4
2992,茄快,201609,8
2993,茄快,201610,2
2994,茄快,201611,2
2995,茄快,201612,6
2996,茄快,201601,2
2997,茄快,201602,3
2998,茄快,201603,2
2999,茄快,201604,2
3000,茄快,201605,3
3001,茄快,201606,5
3002,茄快,201607,1
3003,茄快,201608,3
3004,茄快,201609,1
3005,茄快,201610,2
3006,茄快,201611,3
3007,茄快,201612,5
3025,茄快,201601,1
3026,茄快,201602,3
3027,茄快,201604,1
3028,茄快,201607,1
3029,茄快,201609,1
3030,茄快,201601,1
3031,茄快,201602,1
3032,茄快,201603,2
3033,茄快,201604,3
3034,茄快,201607,3
3035,茄快,201610,1
3036,茄快,201611,2
3037,茄快,201612,1
3074,茄快,201601,49
3075,茄快,201602,57
3076,茄快,201603,91
3077,茄快,201604,126
3078,茄快,201605,112
3079,茄快,201606,89
3080,茄快,201607,80
3081,茄快,201608,54
3082,茄快,201609,47
3083,茄快,201610,45
3084,茄快,201611,38
3085,茄快,201612,49
3086,茄快,201601,38
3087,茄快,201602,63
3088,茄快,201603,96
3089,茄快,201604,130
3090,茄快,201605,127
3091,茄快,201606,62
3092,茄快,201607,76
3093,茄快,201608,47
3094,茄快,201609,49
3095,茄快,201610,40
3096,茄快,201611,36
3097,茄快,201612,53
3098,茄快,201602,1
3099,茄快,201604,2
3100,茄快,201605,7
3101,茄快,201607,3
3102,茄快,201609,1
3103,茄快,201610,1
3104,茄快,201611,1
3105,茄快,201601,2
3106,茄快,201602,1
3107,茄快,201604,2
3108,茄快,201607,4
3109,茄快,201608,1
3110,茄快,201610,1
3111,茄快,201611,4
3112,茄快,201612,3
3113,茄快,201601,21
3114,茄快,201602,11
3115,茄快,201603,24
3116,茄快,201604,28
3117,茄快,201605,29
3118,茄快,201606,29
3119,茄快,201607,19
3120,茄快,201608,16
3121,茄快,201609,17
3122,茄快,201610,8
3123,茄快,201611,11
3124,茄快,201612,9
3125,茄快,201601,12
3126,茄快,201602,13
3127,茄快,201603,11
3128,茄快,201604,29
3129,茄快,201605,29
3130,茄快,201606,42
3131,茄快,201607,24
3132,茄快,201608,17
3133,茄快,201609,10
3134,茄快,201610,9
3135,茄快,201611,9
3136,茄快,201612,13
3173,茄快,201601,123
3174,茄快,201602,168
3175,茄快,201603,220
3176,茄快,201604,319
3177,茄快,201605,333
3178,茄快,201606,230
3179,茄快,201607,227
3180,茄快,201608,203
3181,茄快,201609,116
3182,茄快,201610,129
3183,茄快,201611,159
3184,茄快,201612,134
3185,茄快,201601,138
3186,茄快,201602,169
3187,茄快,201603,204
3188,茄快,201604,309
3189,茄快,201605,293
3190,茄快,201606,203
3191,茄快,201607,226
3192,茄快,201608,189
3193,茄快,201609,115
3194,茄快,201610,107
3195,茄快,201611,115
3196,茄快,201612,154
3233,茄快,201601,119
3234,茄快,201602,185
3235,茄快,201603,246
3236,茄快,201604,309
3237,茄快,201605,277
3238,茄快,201606,219
3239,茄快,201607,227
3240,茄快,201608,156
3241,茄快,201609,149
3242,茄快,201610,147
3243,茄快,201611,122
3244,茄快,201612,121
3245,茄快,201601,106
3246,茄快,201602,205
3247,茄快,201603,268
3248,茄快,201604,282
3249,茄快,201605,233
3250,茄快,201606,230
3251,茄快,201607,212
3252,茄快,201608,148
3253,茄快,201609,135
3254,茄快,201610,121
3255,茄快,201611,100
3256,茄快,201612,130
3288,茄快,201601,134
3289,茄快,201602,127
3290,茄快,201603,229
3291,茄快,201604,320
3292,茄快,201605,322
3293,茄快,201606,210
3294,茄快,201607,199
3295,茄快,201608,156
3296,茄快,201609,147
3297,茄快,201610,113
3298,茄快,201611,98
3299,茄快,201612,121
3300,茄快,201601,120
3301,茄快,201602,134
3302,茄快,201603,236
3303,茄快,201604,316
3304,茄快,201605,310
3305,茄快,201606,207
3306,茄快,201607,164
3307,茄快,201608,148
3308,茄快,201609,134
3309,茄快,201610,95
3310,茄快,201611,92
3311,茄快,201612,104
3312,茄快,201601,559
3313,茄快,201602,679
3314,茄快,201603,887
3315,茄快,201604,1069
3316,茄快,201605,947
3317,茄快,201606,702
3318,茄快,201607,614
3319,茄快,201608,461
3320,茄快,201609,476
3321,茄快,201610,428
3322,茄快,201611,472
3323,茄快,201612,534
3324,茄快,201601,566
3325,茄快,201602,587
3326,茄快,201603,831
3327,茄快,201604,996
3328,茄快,201605,878
3329,茄快,201606,691
3330,茄快,201607,566
3331,茄快,201608,457
3332,茄快,201609,401
3333,茄快,201610,428
3334,茄快,201611,384
3335,茄快,201612,493
3372,茄快,201601,275
3373,茄快,201602,396
3374,茄快,201603,535
3375,茄快,201604,615
3376,茄快,201605,525
3377,茄快,201606,403
3378,茄快,201607,317
3379,茄快,201608,336
3380,茄快,201609,260
3381,茄快,201610,223
3382,茄快,201611,251
3383,茄快,201612,230
3384,茄快,201601,276
3385,茄快,201602,343
3386,茄快,201603,554
3387,茄快,201604,638
3388,茄快,201605,497
3389,茄快,201606,391
3390,茄快,201607,303
3391,茄快,201608,304
3392,茄快,201609,251
3393,茄快,201610,223
3394,茄快,201611,223
3395,茄快,201612,227
3432,茄快,201601,747
3433,茄快,201602,990
3434,茄快,201603,1339
3435,茄快,201604,1617
3436,茄快,201605,1422
3437,茄快,201606,1112
3438,茄快,201607,956
3439,茄快,201608,797
3440,茄快,201609,588
3441,茄快,201610,603
3442,茄快,201611,558
3443,茄快,201612,702
3444,茄快,201601,715
3445,茄快,201602,911
3446,茄快,201603,1348
3447,茄快,201604,1589
3448,茄快,201605,1483
3449,茄快,201606,1059
3450,茄快,201607,853
3451,茄快,201608,718
3452,茄快,201609,605
3453,茄快,201610,565
3454,茄快,201611,555
3455,茄快,201612,692
3487,茄快,201601,155
3488,茄快,201602,207
3489,茄快,201603,290
3490,茄快,201604,351
3491,茄快,201605,293
3492,茄快,201606,244
3493,茄快,201607,177
3494,茄快,201608,184
3495,茄快,201609,149
3496,茄快,201610,137
3497,茄快,201611,130
3498,茄快,201612,146
3499,茄快,201601,132
3500,茄快,201602,187
3501,茄快,201603,286
3502,茄快,201604,360
3503,茄快,201605,301
3504,茄快,201606,264
3505,茄快,201607,184
3506,茄快,201608,174
3507,茄快,201609,146
3508,茄快,201610,136
3509,茄快,201611,121
3510,茄快,201612,140
3547,茄快,201601,256
3548,茄快,201602,399
3549,茄快,201603,777
3550,茄快,201604,896
3551,茄快,201605,739
3552,茄快,201606,590
3553,茄快,201607,498
3554,茄快,201608,377
3555,茄快,201609,319
3556,茄快,201610,300
3557,茄快,201611,233
3558,茄快,201612,221
3559,茄快,201601,260
3560,茄快,201602,436
3561,茄快,201603,788
3562,茄快,201604,862
3563,茄快,201605,715
3564,茄快,201606,634
3565,茄快,201607,470
3566,茄快,201608,366
3567,茄快,201609,262
3568,茄快,201610,277
3569,茄快,201611,213
3570,茄快,201612,225
3600,茄快,201601,94
3601,茄快,201602,129
3602,茄快,201603,294
3603,茄快,201604,372
3604,茄快,201605,317
3605,茄快,201606,217
3606,茄快,201607,168
3607,茄快,201608,147
3608,茄快,201609,110
3609,茄快,201610,102
3610,茄快,201611,79
3611,茄快,201612,100
3612,茄快,201601,108
3613,茄快,201602,159
3614,茄快,201603,284
3615,茄快,201604,374
3616,茄快,201605,309
3617,茄快,201606,225
3618,茄快,201607,157
3619,茄快,201608,132
3620,茄快,201609,116
3621,茄快,201610,93
3622,茄快,201611,91
3623,茄快,201612,94
3660,茄快,201601,269
3661,茄快,201602,376
3662,茄快,201603,661
3663,茄快,201604,708
3664,茄快,201605,609
3665,茄快,201606,496
3666,茄快,201607,381
3667,茄快,201608,364
3668,茄快,201609,303
3669,茄快,201610,256
3670,茄快,201611,251
3671,茄快,201612,259
3672,茄快,201601,278
3673,茄快,201602,400
3674,茄快,201603,616
3675,茄快,201604,707
3676,茄快,201605,650
3677,茄快,201606,454
3678,茄快,201607,353
3679,茄快,201608,324
3680,茄快,201609,265
3681,茄快,201610,231
3682,茄快,201611,230
3683,茄快,201612,258
3720,茄快,201601,234
3721,茄快,201602,276
3722,茄快,201603,477
3723,茄快,201604,630
3724,茄快,201605,591
3725,茄快,201606,494
3726,茄快,201607,348
3727,茄快,201608,304
3728,茄快,201609,208
3729,茄快,201610,247
3730,茄快,201611,193
3731,茄快,201612,256
3732,茄快,201601,282
3733,茄快,201602,278
3734,茄快,201603,457
3735,茄快,201604,558
3736,茄快,201605,473
3737,茄快,201606,459
3738,茄快,201607,350
3739,茄快,201608,271
3740,茄快,201609,207
3741,茄快,201610,227
3742,茄快,201611,180
3743,茄快,201612,228
3772,茄快,201601,100
3773,茄快,201602,149
3774,茄快,201603,315
3775,茄快,201604,381
3776,茄快,201605,374
3777,茄快,201606,226
3778,茄快,201607,220
3779,茄快,201608,193
3780,茄快,201609,142
3781,茄快,201610,111
3782,茄快,201611,105
3783,茄快,201612,124
3784,茄快,201601,117
3785,茄快,201602,141
3786,茄快,201603,339
3787,茄快,201604,369
3788,茄快,201605,342
3789,茄快,201606,199
3790,茄快,201607,195
3791,茄快,201608,187
3792,茄快,201609,141
3793,茄快,201610,112
3794,茄快,201611,77
3795,茄快,201612,134
3832,茄快,201601,539
3833,茄快,201602,732
3834,茄快,201603,1258
3835,茄快,201604,1460
3836,茄快,201605,1225
3837,茄快,201606,911
3838,茄快,201607,752
3839,茄快,201608,605
3840,茄快,201609,502
3841,茄快,201610,468
3842,茄快,201611,479
3843,茄快,201612,504
3844,茄快,201601,559
3845,茄快,201602,749
3846,茄快,201603,1201
3847,茄快,201604,1337
3848,茄快,201605,1154
3849,茄快,201606,873
3850,茄快,201607,734
3851,茄快,201608,583
3852,茄快,201609,484
3853,茄快,201610,445
3854,茄快,201611,405
3855,茄快,201612,502
3891,茄快,201601,190
3892,茄快,201602,245
3893,茄快,201603,320
3894,茄快,201604,410
3895,茄快,201605,393
3896,茄快,201606,277
3897,茄快,201607,225
3898,茄快,201608,208
3899,茄快,201609,201
3900,茄快,201610,138
3901,茄快,201611,143
3902,茄快,201612,174
3903,茄快,201601,194
3904,茄快,201602,233
3905,茄快,201603,374
3906,茄快,201604,396
3907,茄快,201605,288
3908,茄快,201606,277
3909,茄快,201607,218
3910,茄快,201608,172
3911,茄快,201609,179
3912,茄快,201610,164
3913,茄快,201611,119
3914,茄快,201612,166
3949,茄快,201601,174
3950,茄快,201602,193
3951,茄快,201603,548
3952,茄快,201604,658
3953,茄快,201605,604
3954,茄快,201606,428
3955,茄快,201607,342
3956,茄快,201608,353
3957,茄快,201609,265
3958,茄快,201610,208
3959,茄快,201611,160
3960,茄快,201612,190
3961,茄快,201601,149
3962,茄快,201602,217
3963,茄快,201603,534
3964,茄快,201604,587
3965,茄快,201605,565
3966,茄快,201606,404
3967,茄快,201607,359
3968,茄快,201608,316
3969,茄快,201609,248
3970,茄快,201610,197
3971,茄快,201611,144
3972,茄快,201612,148
3988,茄快,201601,66
3989,茄快,201602,74
3990,茄快,201603,123
3991,茄快,201604,150
3992,茄快,201605,97
3993,茄快,201606,86
3994,茄快,201607,78
3995,茄快,201608,100
3996,茄快,201609,80
3997,茄快,201610,60
3998,茄快,201611,49
3999,茄快,201612,55
4000,茄快,201601,66
4001,茄快,201602,58
4002,茄快,201603,112
4003,茄快,201604,142
4004,茄快,201605,105
4005,茄快,201606,74
4006,茄快,201607,60
4007,茄快,201608,86
4008,茄快,201609,65
4009,茄快,201610,41
4010,茄快,201611,51
4011,茄快,201612,53
4035,茄快,201601,30
4036,茄快,201602,28
4037,茄快,201603,71
4038,茄快,201604,113
4039,茄快,201605,87
4040,茄快,201606,69
4041,茄快,201607,62
4042,茄快,201608,46
4043,茄快,201609,30
4044,茄快,201610,28
4045,茄快,201611,27
4046,茄快,201612,32
4047,茄快,201601,26
4048,茄快,201602,38
4049,茄快,201603,73
4050,茄快,201604,104
4051,茄快,201605,78
4052,茄快,201606,70
4053,茄快,201607,42
4054,茄快,201608,43
4055,茄快,201609,37
4056,茄快,201610,18
4057,茄快,201611,22
4058,茄快,201612,26
4093,茄快,201601,277
4094,茄快,201602,363
4095,茄快,201603,728
4096,茄快,201604,958
4097,茄快,201605,816
4098,茄快,201606,630
4099,茄快,201607,485
4100,茄快,201608,416
4101,茄快,201609,300
4102,茄快,201610,289
4103,茄快,201611,256
4104,茄快,201612,285
4105,茄快,201601,256
4106,茄快,201602,334
4107,茄快,201603,712
4108,茄快,201604,858
4109,茄快,201605,785
4110,茄快,201606,563
4111,茄快,201607,442
4112,茄快,201608,407
4113,茄快,201609,305
